last_year,this_year
0.1498365125767976,0.10505266362826132
0.06336807536416605,0.5183102203261096
0.1811830237545052,0.1315455808201476
0.06271865557171058,0.1601927035887504
0.11761341715411139,0.058185378590553144
0.02326160988986902,0.1984164368423729
0.19917757868620206,0.14774800972305016
0.09640362570812741,0.15045793657178
0.34058275692500023,0.15418960495880105
0.04982033616699161,0.22751135901142663
0.0052997794575600395,0.1744616552620499
0.1232575934918114,0.14257032954330623
0.350265100131904,0.21992065507552297
0.19513303480000088,0.1378000180885886
0.11182312500422625,0.0039538344991423835
0.09329902203961118,0.2598505793901589
0.11290518736657794,0.11868743057415021
0.31910454321231835,0.0727058737398302
0.1332425466838131,0.2474522876857901
0.5973892415329679,0.2508971608148163
0.13313185832471047,0.3430709393535861
1.1805117684117683,0.40615796332472065
0.39366842995929124,0.21476740343075693
0.3635661794220922,0.12925317125013333
0.07776675774530456,0.05588571371628673
0.09284733910127159,0.0005562864256245942
0.15530686068449903,0.08540659678830057
0.31691364633539787,0.24383249753995703
0.02196617712006983,0.041624121749067156
0.03755377325429996,0.06940967443238047
0.004686218862784305,0.13273210198491744
0.12211680255405227,0.03741760909233907
0.15475282970188042,0.11052624463223354
0.3841236069424593,0.15118701621457467
0.26744335538867087,0.23503350839524526
0.06637257852439216,0.011323334185716558
0.36592355860520814,0.13917212069084464
0.043178217617477525,0.08072618646683191
0.3212812917761535,0.14141251846188582
0.08065908073715818,0.5334452122176475
0.9582994613637115,0.330395523151244
0.12091491338668142,0.11951970617108393
0.4477691827214737,0.08972125755881
0.28439667022670767,0.3046118924432659
0.14114870331787485,0.13882873080032077
0.06174067560345025,0.042836672124921954
0.06483824844435511,0.06275356196499668
0.11244455504848125,0.2517743369866293
0.10709103692435194,0.16387559144308914
0.590940416970644,0.19535019838356601
0.6963438633019126,0.6620305473026442
0.03589863175115644,0.0019570562243878264
0.2851542389999333,0.17120931999102548
0.39194432894051345,0.38106062977489874
0.47907813687222334,0.21565843881523236
0.4837753219714143,0.18283946615824162
0.3838345823127852,0.12525087490555703
0.09888212812780302,0.22636453731597114
0.006283847713688181,0.035992520250087395
0.1941638113422719,0.12301594351531567
0.07732078750379406,0.1266202333846881
0.1213097985973675,0.3048841176931565
0.03223478470730159,0.04104609764621206
0.23596889195025686,0.34988835222289916
0.1369347130783512,0.24976330925282672
0.08153611104930568,0.17636395517531442
0.5025427097036462,0.46153764946860165
0.1317262460006762,0.09352567415059493
0.020328662741427136,0.061136186752438176
0.19104847042132733,0.1203919570853996
0.16332260540997626,0.2060160016444821
0.1618468182574081,0.14037414761797093
0.27612512769896796,0.12493911356845666
0.2087475515089343,0.13697032008189722
0.04093193376267519,0.1198279906976755
0.04852668798966872,0.0516523108189218
0.06664249946312005,0.3490493872135132
0.19931656617259488,0.0903046492755285
0.5722354722555507,0.22536960728511776
0.09997675265137525,0.06423418221808491
0.10501411631650162,0.061676276039224515
0.032553974958562264,0.38460074484485984
0.13892384720000148,0.09777996829368363
0.20334589848577292,0.1126002045591161
0.05151195245289257,0.07954726429873404
0.4815559516866954,0.4297825754875759
0.6041236531227817,0.3043198614269267
0.15050776804677723,0.16746078089943175
0.13906949590766535,0.053609596977757135
0.2652192910474182,0.19821275967475163
0.061850156891363105,0.05008563428516541
0.054012498301734754,0.195852006034008
0.655635826149192,0.3705529720618318
0.30023246155610195,0.2843958852020464
0.11019919662113238,0.09522244625884746
0.42691004575759744,0.3672901770893172
0.35406907695506057,0.1485527151778533
0.08659778595083398,0.21040438672197895
0.21206334969886023,0.16142727206985094
0.07953183003324069,0.1362100465004675
0.08705440785045289,0.09911784069169163
1.0639291205067967,0.3445968276568546
0.18409108948402853,0.16779237131326083
0.32335323171429936,0.1403326805651113
0.43399596848844224,0.13904860061533988
0.20978736619266117,0.22744328945299655
0.6867128243560509,0.47825182181253245
0.12802717577488673,0.21011061025594588
0.13475095902485787,0.04591748297390533
0.19151729784166455,0.18948340134266775
0.030442738450815496,0.006254079371916993
0.023159973234137723,0.01670532154180157
0.3178531991198141,0.055073525182557564
0.21848214845238415,0.21591924119739622
0.5269200156661232,0.24655897451757194
0.21762889561036222,0.17013277008492936
0.17239081423091993,0.3254508508160683
0.002220003122840297,0.08742791182165491
1.1521786531207143,0.44925168359279877
0.8936467328531161,0.38502601948452275
0.13329880374079545,0.1050508353633437
0.05633214398009637,0.2619892581989378
0.2951195605278836,0.20220938423356435
0.4463191513863833,0.20462743960861865
0.10282187504766518,0.1552647999176999
0.06971934640279674,0.19838096321983648
0.301840670567913,0.08530887153299099
0.44757659162247815,0.2577309232606353
0.07798764664088197,0.0703086728284128
0.267011707774518,0.15277085505934831
0.11226171731289816,0.13917323708430024
0.031053436230082256,0.08124863838371624
0.11285141819632712,0.32276840277930363
0.2497390021744562,0.1955338712031571
0.053125418673300395,0.046172257524389
0.1727666243687639,0.22092313623559087
0.05829702612437744,0.2782774513741637
0.6219030701108029,0.33365409167454907
0.06170891433560819,0.20888955279830915
0.5417293046068038,0.2162017950255085
0.10764753393438116,0.30365117220239735
0.0803877853244263,0.013945719288501995
0.14891943437645594,0.0671506763153745
0.5903766103606739,0.2950985618233728
0.12131742435878079,0.21946273662333401
0.1404438107920017,0.24284867242526578
0.3554154642746117,0.1231103155213778
0.01606462275488246,0.06876694448108037
0.07870588768964577,0.09694076518616876
0.20562974851646673,0.07202683952656852
0.19279683788275806,0.012206519176040515
0.3731067796827152,0.3991069147832399
0.0741282876148645,0.029935088232203422
0.5104144223161818,0.3126187021857453
0.01865639087382982,0.39676786473896675
0.6485612804915615,0.17728415953422913
0.12826464458055933,0.17443810990157402
0.004065704507695352,0.06855032089773405
0.5531865981059655,0.32378255972093495
0.09357124518778816,0.1327851104059181
0.5700246214930073,0.23129983083527753
0.0233309234149767,0.2667843883520674
0.05279742221485687,0.11525441203301151
0.03262951636046397,0.03812108464647054
0.15755209560850517,0.21959091270925726
0.18842122690613264,0.3052364864178355
0.13118693648972,0.2005225644788873
0.6306130322104616,0.226312092726457
0.24202365635994305,0.20078104097857644
0.18145424161815008,0.2796367000886121
0.0039559247027714595,0.018927606055161694
0.38473038655886227,0.12679611773146218
0.02786941404716152,0.11456265212572891
0.005543644748208571,0.05600794436829423
0.1269676902820172,0.22818309971486764
0.2275875857065108,0.10282997846849296
0.09846979470136862,0.006978365111770746
0.16372762435247096,0.23375816995032403
0.4422358309048203,0.29635149742500855
0.2999871104338446,0.24468608261095462
0.5270390351544337,0.07138555668621907
0.018347123517210507,0.023091063830158742
0.471507955982517,0.10252692463553462
0.31759568050837544,0.32772890783199415
0.07339707993389742,0.06955884347030084
0.3005247742496913,0.23297588730895083
0.3088263531277629,0.08472052493600185
0.36363374756827854,0.23165997096290072
0.12114571442822811,0.20854907844546602
